,speculative,10,20,30,40,50,60,70
10,0,0.9667388281466953,0.9648218722717722,0.9693915328089296,0.9647370819084258,0.9681409277322182,0.9742406701663712,0.9719834775493501
20,0,0.9505286325736787,0.9486250806064671,0.949061800037879,0.9551796326798679,0.954697284834228,0.951916129467248,0.953740369307289
30,0,0.9157196507624692,0.9182499346142796,0.9201512391169931,0.9156550048997799,0.921058902405093,0.9263108783001118,0.9265222150130719
40,0,0.8943904529483149,0.9030880382933131,0.9025203922322474,0.9078674070800523,0.904397285121353,0.9047289526124414,0.9122911111705568
50,0,0.8881479061084696,0.8890245261342775,0.88305832025903,0.8827173818183767,0.8908820703800995,0.8958942426273057,0.9024115287966937
60,0,0.8809050908303622,0.9003832576984226,0.895975167053837,0.8930450757039441,0.8925139011414832,0.8985455528851558,0.9077101960415026
70,0,0.866466925557564,0.8560687251067269,0.8459569588460367,0.8509747144917578,0.853459722591281,0.8701477795962279,0.875427514915678
80,0,0.8676478160938756,0.845821276363162,0.8647335018756692,0.8560508524034256,0.8609976308398677,0.8659987771968515,0.8800983404762747
90,0,0.8535792663565855,0.8604416183417272,0.8645208447684511,0.8615267107579347,0.873548903061095,0.8697365468300661,0.8775721305800064
