,speculative,10,20,30,40,50,60,70
10,0,0.9723179637280396,0.9755285221108008,0.977127503264905,0.97256739216143,0.9750525982073378,0.9800997029775884,0.981012658227848
20,0,0.9528075500996472,0.9514094973866084,0.9530434531876244,0.9569600543973668,0.9582648149901802,0.9553472234214632,0.9620253164556962
30,0,0.92142410259608,0.9278859507517248,0.9290911339462534,0.9318459061591916,0.9301512303007816,0.9347032975892928,0.9394213381555154
40,0,0.9080993524569868,0.9126167526585596,0.9116051361562174,0.9160373349805055,0.9145719232535952,0.9158697315342884,0.9249547920433996
50,0,0.8905450249470864,0.892535450798639,0.8900023209255651,0.8844268362500978,0.896045823325438,0.9000267776561948,0.9109403254972874
60,0,0.8817189354355628,0.8870111171898817,0.8858469848549166,0.8888390638507574,0.8895291028702142,0.8878915458209882,0.9064195298372512
70,0,0.8659897305898124,0.8640462852669626,0.8544595699658991,0.8594125068337608,0.8545699238081108,0.8701588428092756,0.8833634719710668
80,0,0.857632329907164,0.845590655099763,0.8549187099820011,0.8496990785946349,0.8556666315900243,0.8607619982668195,0.8770343580470163
90,0,0.850298221260176,0.8566805173180605,0.8569373283772017,0.8547368708122328,0.8643098246059726,0.8622426063116141,0.876130198915009
