,10,20,30,40,50,60,70
10,0.9757387861463379,0.9771216565474484,0.9769041632510296,0.9779179856508948,0.9765254228251056,0.9751532171789031,0.9771792505419077
20,0.9475238811453718,0.9504921918133328,0.9455756609328098,0.947189975424292,0.9502480676728808,0.9550780268372673,0.9556289651230657
30,0.9317648947215061,0.9268929256720516,0.9237370515357848,0.9335251035366908,0.9275675172684357,0.9389946419488308,0.942809116572842
40,0.9006940734345694,0.8981690454596567,0.9059195010431553,0.8989967256187221,0.9078734935540496,0.8977222899558869,0.9185027153801223
50,0.9043229200037014,0.8911063905847695,0.9069571604789451,0.8979918656104529,0.8885857997429003,0.9014168826165943,0.9139105688579819
60,0.8829584590431697,0.8685123442807166,0.862271197847238,0.8653380391062295,0.88536728621487,0.8671930082475413,0.8940313475629417
70,0.8789782971303762,0.8697885187291076,0.8684548161033138,0.8691425956834822,0.8797076004252226,0.8836165463163725,0.894350072874112
80,0.8436997709270744,0.8462321854840796,0.858244970430134,0.8529432418583747,0.8477959340991552,0.8715524072691309,0.8776275973890505
90,0.8501541307247408,0.8576954733558513,0.84711723422905,0.8382222828849378,0.8503315057164242,0.845209905659416,0.8759628534571828
